,Topic,Count,Name,Representation
108,107,16,107_sujet_re_lun_niamh,"['sujet', 're', 'lun', 'niamh', 'mai', 'fv', 'ven', 'opinion', 'gives', 'mar']"
109,108,15,108_number_jf_news_calll,"['number', 'jf', 'news', 'calll', 'comments', 'called', 'vonage', 'recieved', 'flight', 'l0j1k']"
110,109,15,109_dating_old_year_friend,"['dating', 'old', 'year', 'friend', 'woman', 'man', 'quotes', '20', 'shoals', 'relationship']"
111,110,15,110_heard_house_was_basement,"['heard', 'house', 'was', 'basement', 'there', 'my', 'shadow', 'bed', 'ghosts', 'saw']"
112,111,14,111_level_chi_anchorite_bonus,"['level', 'chi', 'anchorite', 'bonus', 'gains', 'ability', 'spell', 'her', 'equal', 'druid']"
113,112,14,112_devonthink_adornment_notes_note,"['devonthink', 'adornment', 'notes', 'note', 'server', 'tinderbox', 'container', 'servers', 'aliases', 'onadd']"
114,113,14,113_she_her_lucrecia_sunny,"['she', 'her', 'lucrecia', 'sunny', 'jessica', 'boobs', 'sexy', 'snsd', 'fancam', 'ass']"
115,114,14,114_blog_mobile_topic_site,"['blog', 'mobile', 'topic', 'site', 'plugin', 'weird', 'quick', 'iphone', 'friendly', 'browsing']"
116,115,13,115_pearls_golden_pearl_resist,"['pearls', 'golden', 'pearl', 'resist', 'gear', 'gratear', 'cps', 'gems', 'crafting', 'gold']"
117,116,13,116_loans_payday_credit_loan,"['loans', 'payday', 'credit', 'loan', 'ganga', 'personal', 'bad', 'ungarrisoned', 'navra', 'homework']"
118,117,13,117_tickets_ticket_delivery_etickets,"['tickets', 'ticket', 'delivery', 'etickets', 'footballticketnet', 'trustpilot', 'standing', 'stadium', 'matchday', 'risked']"
119,118,13,118_map_textures_quake_doom,"['map', 'textures', 'quake', 'doom', 'doom3', 'skill', 'shambler', 'gameplay', 'level', 'maps']"
120,119,13,119_skill_points_max_requirements,"['skill', 'points', 'max', 'requirements', 'cooldown', 'increase', 'unlock', 'additional', 'bonus', 'point']"
121,120,12,120_dtd_species_sleen_sro,"['dtd', 'species', 'sleen', 'sro', 'poea', 'gor', 'tharlarion', 'deer', 'nurses', 'saudi']"
122,121,12,121_contains_replies_updated_topic,"['contains', 'replies', 'updated', 'topic', 'ago', 'voice', 'last', 'months', 'zeitgeist', 'voices']"
123,122,12,122_fiscal_report_financial_status,"['fiscal', 'report', 'financial', 'status', 'compliance', 'draft', 'year', 'rosaries', 'non', 'ending']"
124,123,11,123_flop_pot_cbet_rem,"['flop', 'pot', 'cbet', 'rem', 'ruiko', 'utg', 'hand', 'bet', 'betting', 'fold']"
125,124,11,124_agoposted_football_re_reply,"['agoposted', 'football', 're', 'reply', 'agorecommends', 'fsu', 'in', 'team', 'michigan', 'game']"
126,125,11,125_antiulkus_trophic_page_firefox,"['antiulkus', 'trophic', 'page', 'firefox', 'website', 'this', 'browser', 'having', 'error', 'screen']"
127,126,10,126_kyle_log_max_metzler,"['kyle', 'log', 'max', 'metzler', 'shirts', 'tshirts', '7000c', 'mountainside', 'valmet', 'logging']"
128,127,10,127_mortgage_reverse_shit_ramp,"['mortgage', 'reverse', 'shit', 'ramp', 'guestmix', 'aint', 'fha', 'inch', 'nite', 'hecm']"
129,128,10,128_edb_pst_file_charge,"['edb', 'pst', 'file', 'charge', 'brick', 'claim', 'granite', 'parking', 'court', 'exchange']"
130,129,10,129_dulce_900_500_ikompass,"['dulce', '900', '500', 'ikompass', 'she', 'pm', 'her', 'photos', 'circoflex', 'weekends']"
131,130,10,130_jazz_music_your_cd,"['jazz', 'music', 'your', 'cd', 'am', 'live', 'my', 'piano', 'me', 'send']"
132,131,10,131_russian_malacca_moscow_maria,"['russian', 'malacca', 'moscow', 'maria', 'tony', 'scammer', 'her', 'now', 'scammers', 'lived']"
