,Topic,Count,Name,Representation
78,77,36,77_protectionism_ebook_millennials_british,"['protectionism', 'ebook', 'millennials', 'british', 'overseas', 'economy', 'international', 'generation', 'commercial', 'morse']"
79,78,36,78_dating_you_relationship_law,"['dating', 'you', 'relationship', 'law', 'men', 'her', 'your', 'if', 'date', 'someone']"
80,79,35,79_schools_oracle_school_database,"['schools', 'oracle', 'school', 'database', 'education', 'teachers', 'students', 'rencontre', 'charter', 'law']"
81,80,35,80_marriage_her_husband_allah,"['marriage', 'her', 'husband', 'allah', 'she', 'subhaanahu', 'taaalaa', 'wa', 'woman', 'him']"
82,81,33,81_publisher_flooring_fat_kitchen,"['publisher', 'flooring', 'fat', 'kitchen', 'information', 'women', 'weight', 'my', 'and', 'her']"
83,82,33,82_shopping_shopify_online_coupons,"['shopping', 'shopify', 'online', 'coupons', 'coupon', 'hermes', 'replica', 'you', 'makeuptalkcom', 'discount']"
84,83,31,83_creativity_download_freelance_freelancers,"['creativity', 'download', 'freelance', 'freelancers', 'tensions', 'clients', 'upwork', 'schools', 'freelancer', 'work']"
85,84,30,84_science_darwin_evolution_scientific,"['science', 'darwin', 'evolution', 'scientific', 'that', 'of', 'is', 'not', 'the', 'be']"
86,85,30,85_meeting_accounting_meetings_hemorrhoids,"['meeting', 'accounting', 'meetings', 'hemorrhoids', 'hemorrhoid', 'conference', 'your', 'you', 'assignment', 'financial']"
87,86,29,86_god_he_jesus_my,"['god', 'he', 'jesus', 'my', 'me', 'that', 'we', 'to', 'in', 'him']"
88,87,29,87_chinese_china_trade_workers,"['chinese', 'china', 'trade', 'workers', 'global', 'economic', 'united', 'in', 'climate', 'the']"
89,88,29,88_gnesis_language_desarrollo_consolidacin,"['gnesis', 'language', 'desarrollo', 'consolidacin', 'de', 'grupos', 'english', 'download', 'estudiantiles', 'los']"
90,89,29,89_cloud_dropbox_files_storage,"['cloud', 'dropbox', 'files', 'storage', 'backup', 'data', 'students', 'windows', 'service', 'microsoft']"
91,90,28,90_passion_church_work_job,"['passion', 'church', 'work', 'job', 'churches', 'that', 'in', 'and', 'their', 'the']"
92,91,28,91_copyright_drm_patent_ip,"['copyright', 'drm', 'patent', 'ip', 'infringement', 'piracy', 'digital', 'rights', 'legal', 'it']"
93,92,28,92_insertion_wire_guide_movie,"['insertion', 'wire', 'guide', 'movie', 'film', 'device', 'medical', 'meniscus', 'her', 'bore']"
94,93,27,93_charles_born_my_abt,"['charles', 'born', 'my', 'abt', 'me', 'was', 'it', 'we', 'you', 'plath']"
95,94,27,94_abortion_parenthood_women_planned,"['abortion', 'parenthood', 'women', 'planned', 'pregnancy', 'reproductive', 'abortions', 'pin', 'cpcs', 'for']"
96,95,27,95_kindle_book_books_ebook,"['kindle', 'book', 'books', 'ebook', 'memory', 'reading', 'can', 'to', 'that', 'it']"
97,96,27,96_bullying_bully_mill_child,"['bullying', 'bully', 'mill', 'child', 'ball', 'kids', 'tamara', 'mira', 'poverty', 'them']"
98,97,27,97_easter_jesus_resurrection_god,"['easter', 'jesus', 'resurrection', 'god', 'we', 'us', 'our', 'death', 'the', 'is']"
99,98,26,98_god_jesus_we_us,"['god', 'jesus', 'we', 'us', 'our', 'shall', 'secretarial', 'lord', 'he', 'locationdirectory']"
100,99,26,99_fear_my_fears_life,"['fear', 'my', 'fears', 'life', 'we', 'and', 'me', 'hr', 'things', 'can']"
101,100,26,100_asylum_refugees_refugee_serbia,"['asylum', 'refugees', 'refugee', 'serbia', 'migrants', 'eu', 'crisis', 'border', 'migration', 'caravan']"
102,101,26,101_he_relationship_him_me,"['he', 'relationship', 'him', 'me', 'boyfriend', 'ex', 'my', 'feel', 'bad', 'you']"
103,102,26,102_moving_tendon_hiv_prep,"['moving', 'tendon', 'hiv', 'prep', 'movers', 'cells', 'stemprogenitor', 'tendons', 'consultation', 'populations']"
104,103,26,103_marijuana_cannabis_bank_banks,"['marijuana', 'cannabis', 'bank', 'banks', 'drug', 'specie', 'farmers', 'states', 'money', 'banking']"
105,104,26,104_love_you_bute_we,"['love', 'you', 'bute', 'we', 'loved', 'is', 'it', 'relationship', 'introductions', 'can']"
106,105,25,105_resume_cv_job_resumes,"['resume', 'cv', 'job', 'resumes', 'your', 'you', 'professional', 'examples', 'employer', 'skills']"
107,106,25,106_loans_grandview_middletown_loan,"['loans', 'grandview', 'middletown', 'loan', 'payday', 'cash', 'credit', 'lender', 'unsecure', 'lenders']"
108,107,25,107_trump_immigration_ujjain_illegal,"['trump', 'immigration', 'ujjain', 'illegal', 'tax', 'wall', 'border', 'escorts', 'budget', 'american']"
109,108,25,108_iran_iranian_nuclear_iranians,"['iran', 'iranian', 'nuclear', 'iranians', 'regime', 'islamic', 'dogs', 'mullahs', 'the', 'of']"
110,109,24,109_god_sin_his_christ,"['god', 'sin', 'his', 'christ', 'he', 'gods', 'of', 'him', 'man', 'the']"
111,110,24,110_german_hitler_germany_jews,"['german', 'hitler', 'germany', 'jews', 'war', 'nazi', 'nazis', 'jewish', 'hitlers', 'germans']"
112,111,24,111_outsourcing_fiction_sap_business,"['outsourcing', 'fiction', 'sap', 'business', 'successfactors', 'learning', 'your', 'company', 'consultant', 'iris']"
113,112,24,112_show_ai_prssa_funny,"['show', 'ai', 'prssa', 'funny', 'comedy', 'the', 'on', 'to', 'about', 'of']"
114,113,24,113_afghanistan_taliban_afghan_war,"['afghanistan', 'taliban', 'afghan', 'war', 'qaeda', 'iraq', 'al', 'us', 'we', 'country']"
115,114,24,114_recovery_addiction_drinking_alcohol,"['recovery', 'addiction', 'drinking', 'alcohol', 'alcoholic', 'sober', 'drink', 'council', 'he', 'drug']"
116,115,23,115_instagram_hashtags_your_facebook,"['instagram', 'hashtags', 'your', 'facebook', 'account', 'likes', 'you', 'followers', 'social', 'posts']"
117,116,23,116_robot_robots_ai_artificial,"['robot', 'robots', 'ai', 'artificial', 'public', 'sales', 'human', 'machines', 'will', 'technology']"
118,117,23,117_dating_profile_online_you,"['dating', 'profile', 'online', 'you', 'questions', 'your', 'space', 'car', 'ask', 'youre']"
119,118,23,118_china_dalai_lama_chinese,"['china', 'dalai', 'lama', 'chinese', 'tibetan', 'tibet', 'tibetans', 'maritime', 'beijing', 'holiness']"
120,119,23,119_coach_coaching_acting_life,"['coach', 'coaching', 'acting', 'life', 'business', 'coaches', 'clients', 'you', 'dental', 'skills']"
121,120,22,120_video_videos_content_your,"['video', 'videos', 'content', 'your', 'stories', 'youtube', 'vidello', 'marketing', 'you', 'dooh']"
122,121,22,121_mobile_app_apps_users,"['mobile', 'app', 'apps', 'users', 'marketing', 'your', 'user', 'fishing', 'you', 'use']"
123,122,22,122_council_maaoupe_councillors_bexley,"['council', 'maaoupe', 'councillors', 'bexley', 'city', 'meeting', 'meaford', 'public', 'police', 'nottingham']"
124,123,22,123_india_indian_hindi_growth,"['india', 'indian', 'hindi', 'growth', 'westpac', 'stunting', 'walmart', 'indias', 'media', 'in']"
125,124,22,124_newspapers_news_newspaper_online,"['newspapers', 'news', 'newspaper', 'online', 'content', 'readers', 'site', 'digital', 'the', 'its']"
126,125,22,125_vegan_vincent_meat_we,"['vegan', 'vincent', 'meat', 'we', 'to', 'flour', 'my', 'bugliosi', 'and', 'branding']"
127,126,22,126_canada_harper_bc_canadian,"['canada', 'harper', 'bc', 'canadian', 'ndp', 'canadians', 'parliament', 'minister', 'liberals', 'government']"
128,127,21,127_sex_partner_asexual_kurs,"['sex', 'partner', 'asexual', 'kurs', 'sexual', 'forex', 'your', 'crash', 'you', 'youtube']"
129,128,21,128_phone_mobile_phones_handset,"['phone', 'mobile', 'phones', 'handset', 'iphone', 'apple', 'network', 'contract', 'plan', 'dating']"
130,129,21,129_insurance_music_superman_hippie,"['insurance', 'music', 'superman', 'hippie', 'my', 'hippies', 'is', 'song', 'and', 'this']"
131,130,21,130_data_4h_digital_business,"['data', '4h', 'digital', 'business', 'transformation', 'technology', 'dog', 'information', 'and', 'customer']"
132,131,20,131_antivirus_security_malware_idisk,"['antivirus', 'security', 'malware', 'idisk', 'mac', 'software', 'protection', 'windows', 'norton', 'air']"
133,132,19,132_podcast_podcasts_validators_ledger,"['podcast', 'podcasts', 'validators', 'ledger', 'requesturl', 'podcasting', 'episode', 'instapaper', 'deacons', 'listeners']"
134,133,19,133_customer_customers_service_cycling,"['customer', 'customers', 'service', 'cycling', 'cycle', 'goldieblox', 'company', 'verte', 'your', 'their']"
135,134,19,134_devops_boston_certification_mit,"['devops', 'boston', 'certification', 'mit', 'mba', 'academy', 'darpa', 'business', 'training', 'stanford']"
136,135,18,135_jewish_jews_judaism_israel,"['jewish', 'jews', 'judaism', 'israel', 'jew', 'gentile', 'israeli', 'antisemitism', 'gentiles', 'talmudic']"
137,136,18,136_disabled_accessibility_disability_disabilities,"['disabled', 'accessibility', 'disability', 'disabilities', 'people', 'special', 'me', 'my', 'that', 'to']"
138,137,18,137_credit_debt_consolidation_card,"['credit', 'debt', 'consolidation', 'card', 'loan', 'waverly', 'interest', 'debts', 'payments', 'your']"
139,138,18,138_baptism_baptized_faith_christ,"['baptism', 'baptized', 'faith', 'christ', 'jesus', 'god', 'holy', 'spirit', 'sacrament', 'bible']"
140,139,17,139_revascularisation_lesion_amelia_home,"['revascularisation', 'lesion', 'amelia', 'home', 'estate', 'cheetos', 'recommend', 'mark', 'crossfit', 'selling']"
141,140,17,140_intelligence_mistakes_iq_reel,"['intelligence', 'mistakes', 'iq', 'reel', 'actually', 'success', 'mentality', 'eq', 'you', 'bodilykinesthetic']"
142,141,17,141_psychic_psychics_christopher_golden,"['psychic', 'psychics', 'christopher', 'golden', 'actually', 'spells', 'clairvoyant', 'you', 'me', 'reading']"
143,142,17,142_pray_chloe_ellie_we,"['pray', 'chloe', 'ellie', 'we', 'medjugorje', 'haiti', 'her', 'gloves', 'justin', 'husband']"
144,143,17,143_credit_card_cards_pedal,"['credit', 'card', 'cards', 'pedal', 'balance', 'your', 'interest', 'you', 'prepaid', 'transfer']"
145,144,17,144_linkedin_connections_profile_business,"['linkedin', 'connections', 'profile', 'business', 'networking', 'network', 'your', 'connect', 'you', 'professional']"
146,145,17,145_recruiters_company_recruiting_candidates,"['recruiters', 'company', 'recruiting', 'candidates', 'recruitment', 'talent', 'culture', 'recruiter', 'job', 'employees']"
147,146,17,146_nuclear_korea_north_weapons,"['nuclear', 'korea', 'north', 'weapons', 'iran', 'sanctions', 'us', 'united', 'engagement', 'states']"
148,147,17,147_hair_email_scam_scams,"['hair', 'email', 'scam', 'scams', 'phishing', 'irs', 'grease', 'manual', 'emails', 'att']"
149,148,17,148_women_lord_god_jesus,"['women', 'lord', 'god', 'jesus', 'woman', 'church', 'her', 'christ', 'in', 'and']"
150,149,17,149_lust_sin_women_men,"['lust', 'sin', 'women', 'men', 'god', 'husband', 'sex', 'marriage', 'woman', 'man']"
151,150,16,150_yoga_prana_governs_body,"['yoga', 'prana', 'governs', 'body', 'practice', 'poses', 'bikram', 'mind', 'vayu', 'apana']"
152,151,16,151_carleton_mi_glass_home,"['carleton', 'mi', 'glass', 'home', 'your', 'door', 'blinds', 'windshield', 'window', 'you']"
153,152,16,152_jobs_um_professionally_ghosted,"['jobs', 'um', 'professionally', 'ghosted', 'alzheimers', 'heres', 'why', 'ward', 'moviepass', 'coffee']"
