,Topic,Count,Name,Representation
95,94,26,94_ayurveda_dating_ayurvedic_pitta,"['ayurveda', 'dating', 'ayurvedic', 'pitta', 'arab', 'guys', 'sahara', 'construction', 'india', 'is']"
96,95,26,95_travel_vaccination_vaccine_clinic,"['travel', 'vaccination', 'vaccine', 'clinic', 'clinics', 'appointment', 'pretravel', 'diseases', 'health', 'you']"
97,96,25,96_coolsculpting_fat_body_cells,"['coolsculpting', 'fat', 'body', 'cells', 'stubborn', 'xml', 'grammar', 'excess', 'noninvasive', 'procedure']"
98,97,24,97_hospice_palliative_care_volunteers,"['hospice', 'palliative', 'care', 'volunteers', 'volunteer', 'washer', 'as', 'ge', 'jdam', 'patients']"
99,98,24,98_dental_xrays_cdl_radiographs,"['dental', 'xrays', 'cdl', 'radiographs', 'digital', 'teeth', 'technology', 'beam', 'office', 'dentist']"
100,99,24,99_hypnosis_hypnotherapy_session_mind,"['hypnosis', 'hypnotherapy', 'session', 'mind', 'past', 'you', 'life', 'subconscious', 'sessions', 'pain']"
101,100,24,100_veneers_porcelain_teeth_veneer,"['veneers', 'porcelain', 'teeth', 'veneer', 'tooth', 'dental', 'composite', 'smile', 'lumineers', 'cosmetic']"
102,101,23,101_aed_shock_cpr_icd,"['aed', 'shock', 'cpr', 'icd', 'heathen', 'apostles', 'defibrillator', 'arrest', 'cardiac', 'heart']"
103,102,23,102_care_home_custodial_services,"['care', 'home', 'custodial', 'services', 'nursing', 'living', 'skilled', 'or', 'health', 'provide']"
104,103,22,103_tooth_canal_root_pulp,"['tooth', 'canal', 'root', 'pulp', 'infection', 'canals', 'infected', 'crown', 'pain', 'procedure']"
105,104,22,104_opioid_drug_addiction_heroin,"['opioid', 'drug', 'addiction', 'heroin', 'abuse', 'dating', 'drugs', 'his', 'pcp', 'opioids']"
106,105,22,105_radiation_cancer_radiotherapy_tumor,"['radiation', 'cancer', 'radiotherapy', 'tumor', 'therapy', 'beam', 'imaging', 'treatment', 'ct', 'vrk1']"
107,106,21,106_crown_crowns_tooth_dental,"['crown', 'crowns', 'tooth', 'dental', 'teeth', 'porcelain', 'mobile', 'ceramic', 'your', 'iso']"
108,107,21,107_gurgaon_hysterectomy_uterus_genital,"['gurgaon', 'hysterectomy', 'uterus', 'genital', 'endometriosis', 'fgmc', 'trail', 'circumcision', 'cake', 'female']"
109,108,20,108_sinus_sinuses_sinusitis_nasal,"['sinus', 'sinuses', 'sinusitis', 'nasal', 'turbinates', 'sinuplasty', 'infection', 'chronic', 'balloon', 'endoscopic']"
110,109,20,109_fibrosis_cf_cystic_kashmir,"['fibrosis', 'cf', 'cystic', 'kashmir', 'pakistan', 'bronchitis', 'pulmonary', 'lung', 'alisa', 'cffc']"
111,110,20,110_aadsas_adea_application_dental,"['aadsas', 'adea', 'application', 'dental', 'certificate', 'caahep', 'schools', 'service', 'education', 'school']"
112,111,20,111_baby_neonatal_babies_heart,"['baby', 'neonatal', 'babies', 'heart', 'hospital', 'unit', 'nicu', 'care', 'amber', 'childrens']"
113,112,19,112_skin_laser_acne_tattoo,"['skin', 'laser', 'acne', 'tattoo', 'ipl', 'treatment', 'spots', 'light', 'sand', 'removal']"
114,113,19,113_drug_information_market_cdss,"['drug', 'information', 'market', 'cdss', 'health', 'pharmacy', 'patent', 'nonprescription', 'pbac', 'pharmaceutical']"
115,114,19,114_2019_pediatric_mass_conference,"['2019', 'pediatric', 'mass', 'conference', 'spectrometry', 'gzmk', 'neonatal', 'congress', 'international', '2223']"
116,115,19,115_tooth_teeth_wisdom_extraction,"['tooth', 'teeth', 'wisdom', 'extraction', 'impacted', 'molars', 'sri', 'removed', 'lankan', 'erupt']"
117,116,19,116_als_clerkship_neurosurgery_fellow,"['als', 'clerkship', 'neurosurgery', 'fellow', 'dbs', 'neurological', 'neurology', 'will', 'complex', 'functional']"
118,117,19,117_rehabilitation_occupational_tax_counselors,"['rehabilitation', 'occupational', 'tax', 'counselors', 'ability', 'redford', 'bonds', 'disabilities', 'therapist', 'threat']"
119,118,19,118_download_der_wald_mechanics,"['download', 'der', 'wald', 'mechanics', 'und', 'breaux', 'konflikt', 'email', 'batman', 'analyse']"
120,119,19,119_what_laser_lllt_therapy,"['what', 'laser', 'lllt', 'therapy', 'is', 'pain', 'light', 'device', 'tissue', 'healing']"
121,120,18,120_qigong_qi_gong_martial,"['qigong', 'qi', 'gong', 'martial', 'chi', 'tai', 'chinese', 'arts', 'movements', 'practice']"
122,121,18,121_nose_rhinoplasty_nasal_surgery,"['nose', 'rhinoplasty', 'nasal', 'surgery', 'septum', 'procedure', 'plastic', 'shape', 'nostrils', 'striping']"
123,122,18,122_whiplash_injury_cord_spinal,"['whiplash', 'injury', 'cord', 'spinal', 'injuries', 'accident', 'compensation', 'bioidentical', 'accidents', 'neck']"
124,123,18,123_foreign_university_nursing_professor,"['foreign', 'university', 'nursing', 'professor', 'ba', 'bethel', 'minnesota', 'ma', 'bs', 'withholding']"
125,124,18,124_committee_rowe_award_norman,"['committee', 'rowe', 'award', 'norman', 'anaesthesia', 'will', 'humanitarian', 'yoga', 'clinical', 'trustees']"
126,125,18,125_clinical_trials_trial_study,"['clinical', 'trials', 'trial', 'study', 'irbiec', 'research', 'risk', 'studies', 'phase', 'review']"
127,126,18,126_neck_lift_facelift_brow,"['neck', 'lift', 'facelift', 'brow', 'surgery', 'surgeon', 'skin', 'procedure', 'face', 'you']"
128,127,17,127_early_decision_child_naturalistic,"['early', 'decision', 'child', 'naturalistic', 'intervention', 'development', 'ndm', 'developmental', 'making', 'kasimatis']"
129,128,17,128_wrist_tunnel_carpal_thumb,"['wrist', 'tunnel', 'carpal', 'thumb', 'hand', 'punk', 'nerve', 'pain', 'finger', 'tendons']"
130,129,17,129_skin_microdermabrasion_win_epidermal,"['skin', 'microdermabrasion', 'win', 'epidermal', 'microneedling', 'cells', 'diamond', 'peel', 'xp', 'onion']"
131,130,17,130_sleep_apnea_restless_leg,"['sleep', 'apnea', 'restless', 'leg', 'hallucinations', 'sleeprelated', 'syndrome', 'heart', 'uniworld', 'asleep']"
132,131,16,131_tummy_tuck_abdominal_abdominoplasty,"['tummy', 'tuck', 'abdominal', 'abdominoplasty', 'excess', 'skin', 'abdomen', 'incision', 'muscles', 'crease']"
133,132,16,132_salary_average_professions_job,"['salary', 'average', 'professions', 'job', 'hourly', 'salaries', 'rate', 'pay', 'timesome', 'dental']"
134,133,16,133_palsy_cerebral_parmis_cp,"['palsy', 'cerebral', 'parmis', 'cp', 'tremor', 'classification', 'brain', 'movements', 'gmfcs', 'movement']"
135,134,16,134_heartworm_birds_vent_fleas,"['heartworm', 'birds', 'vent', 'fleas', 'flea', 'hookworm', 'larvae', 'dogs', 'infected', 'infection']"
136,135,16,135_ambulance_ems_pt_air,"['ambulance', 'ems', 'pt', 'air', 'firefighters', 'emergency', 'responders', 'service', 'medical', 'providers']"
137,136,16,136_skin_she_her_you,"['skin', 'she', 'her', 'you', 'do', 'spa', 'skincare', 'him', 'he', 'fortson']"
138,137,16,137_std_sti_testing_vaginalis,"['std', 'sti', 'testing', 'vaginalis', 'stis', 'sexually', 'transmitted', 'stds', 'hiv', 'test']"
139,138,16,138_dogs_bidos_virus_dog,"['dogs', 'bidos', 'virus', 'dog', 'oppidum', 'cats', 'parvovirus', 'ginja', 'vaccine', 'cat']"
140,139,15,139_medication_ethilog_pharmacy_unitdose,"['medication', 'ethilog', 'pharmacy', 'unitdose', 'medications', 'worldnews', 'prescription', 'unitone', 'compounding', 'pharmacists']"
