,Topic,Count,Name,Representation
66,65,48,65_sitting_biofeedback_download_eeg,"['sitting', 'biofeedback', 'download', 'eeg', 'together', 'essential', 'skills', 'mindfulness', 'neuroscience', 'shootout']"
67,66,46,66_quatermain_ben_you_urgent,"['quatermain', 'ben', 'you', 'urgent', 'tevin', 'appointment', 'gwen', 'will', 'mallory', 'eggplant']"
68,67,46,67_yoga_body_yog_mind,"['yoga', 'body', 'yog', 'mind', 'practice', 'your', 'chakra', 'pranayama', 'eyes', 'breath']"
69,68,45,68_hpv_cervical_pap_ddpcr,"['hpv', 'cervical', 'pap', 'ddpcr', 'birds', 'women', 'p16', 'cancer', 'warwick', 'samples']"
70,69,44,69_h7n9_april_book_avian,"['h7n9', 'april', 'book', 'avian', 'shanghai', 'guide', 'cases', 'measurement', 'exposure', 'optimal']"
71,70,44,70_diabetes_collisions_gev_au,"['diabetes', 'collisions', 'gev', 'au', 'cucumber', 'build', 'snn', 'pt', 'friday', 'deals']"
72,71,44,71_acne_canker_skin_sores,"['acne', 'canker', 'skin', 'sores', 'pores', 'sore', 'pimples', 'sebum', 'remedies', 'your']"
73,72,43,72_bond_he_his_qs,"['bond', 'he', 'his', 'qs', 'james', 'had', 'him', 'said', 'higgins', 'was']"
74,73,43,73_liposuction_fat_tummy_tuck,"['liposuction', 'fat', 'tummy', 'tuck', 'procedure', 'surgery', 'cosmetic', 'surgeon', 'lipo', 'you']"
75,74,42,74_member_report_responsewhat_students,"['member', 'report', 'responsewhat', 'students', 'more', 'from', 'metropolitan', 'this', 'responseif', 'school']"
76,75,41,75_cbd_hemp_oil_cannabis,"['cbd', 'hemp', 'oil', 'cannabis', 'cannabinoids', 'thc', 'cb1', 'payment', 'pain', 'cannabinoid']"
77,76,41,76_insurance_payment_physician_snow,"['insurance', 'payment', 'physician', 'snow', 'compensation', 'care', 'will', 'medicare', 'your', 'incident']"
78,77,41,77_buy_online_prescription_phentermine,"['buy', 'online', 'prescription', 'phentermine', 'ambien', 'viagra', 'valium', 'xanax', 'cheap', 'canada']"
79,78,40,78_dogs_scrapie_phlebotomine_sheep,"['dogs', 'scrapie', 'phlebotomine', 'sheep', 'heartworm', 'fluralaner', 'tg338', 'infected', 'fn3k', 'mortality']"
80,79,40,79_radiology_imaging_radiologic_prodiva,"['radiology', 'imaging', 'radiologic', 'prodiva', 'radiologists', 'vincent', 'technologists', 'diagnostic', 'alix', '15t']"
81,80,39,80_diabetes_insulin_glucose_blood,"['diabetes', 'insulin', 'glucose', 'blood', 'type', 'sugar', 'fork', 'a1c', 'test', 'hypoglycemia']"
82,81,39,81_aki_cardiac_heart_surgery,"['aki', 'cardiac', 'heart', 'surgery', 'cardiology', 'healthcare', 'postoperative', 'management', 'patients', 'medicine']"
83,82,39,82_menopause_hormone_fighters_estrogen,"['menopause', 'hormone', 'fighters', 'estrogen', 'foreign', 'whq', 'progesterone', 'jabhat', 'hormones', 'women']"
84,83,38,83_radiation_magnetic_phone_phones,"['radiation', 'magnetic', 'phone', 'phones', 'cell', 'cancer', 'magnets', 'fields', 'tumors', 'exposure']"
85,84,38,84_euthanasia_death_suicide_assisted,"['euthanasia', 'death', 'suicide', 'assisted', 'hospice', 'angel', 'palliative', 'care', 'life', 'die']"
86,85,38,85_thyroid_parathyroid_gland_weight,"['thyroid', 'parathyroid', 'gland', 'weight', 'pgs', 'icg', 'nir', 'lose', 'iodine', 'hypothyroidism']"
87,86,38,86_migraine_headaches_migraines_headache,"['migraine', 'headaches', 'migraines', 'headache', 'my', 'tension', 'balm', 'moyamoya', 'lip', 'pain']"
88,87,38,87_ibs_bowel_irritable_syndrome,"['ibs', 'bowel', 'irritable', 'syndrome', 'symptoms', 'bloating', 'diarrhea', 'flatulence', 'gas', 'it']"
89,88,38,88_naturopathic_homeopathy_medicine_holistic,"['naturopathic', 'homeopathy', 'medicine', 'holistic', 'alternative', 'homeopathic', 'complementary', 'therapies', 'healing', 'homeopath']"
90,89,37,89_malpractice_plaintiffs_plaintiff_court,"['malpractice', 'plaintiffs', 'plaintiff', 'court', 'housing', 'medical', 'injury', 'negligence', 'case', 'bugaboo']"
91,90,37,90_anxiety_agility_focal_training,"['anxiety', 'agility', 'focal', 'training', 'exercise', 'sports', 'wallpaper', 'performance', 'players', 'sport']"
92,91,36,91_injury_brain_injuries_tbi,"['injury', 'brain', 'injuries', 'tbi', 'traumatic', 'head', 'concussion', 'pte', 'rsi', 'falls']"
93,92,36,92_tb_tuberculosis_drugresistance_cases,"['tb', 'tuberculosis', 'drugresistance', 'cases', 'discursive', 'mdrtb', 'mycobacterium', 'eptb', 'observer', 'ptb']"
94,93,36,93_garcinia_cambogia_weight_loss,"['garcinia', 'cambogia', 'weight', 'loss', 'fat', 'diet', 'pills', 'alli', 'yapilir', 'hangi']"
95,94,35,94_stroke_tia_tias_strokes,"['stroke', 'tia', 'tias', 'strokes', 'ischemic', 'brain', 'blood', 'ischaemic', 'patients', 'nunes']"
96,95,35,95_cells_cd8_mice_dcs,"['cells', 'cd8', 'mice', 'dcs', 'cytokine', 'th2', 'th17', 'batf3', 'expression', 'il12']"
97,96,35,96_blood_donors_sickle_transfusion,"['blood', 'donors', 'sickle', 'transfusion', 'grill', 'cord', 'voluntary', 'rd', 'donation', 'charcoal']"
98,97,35,97_veins_lymphedema_lymphatic_thrombophlebitis,"['veins', 'lymphedema', 'lymphatic', 'thrombophlebitis', 'varicose', 'vein', 'venous', 'compression', 'legs', 'dlt']"
99,98,35,98_oil_oils_essential_pa,"['oil', 'oils', 'essential', 'pa', 'lavender', 'neem', 'patchouli', 'grs', 'view', 'skin']"
100,99,35,99_prune_syndrome_belly_stomach,"['prune', 'syndrome', 'belly', 'stomach', 'urinary', 'eaglebarrett', 'bladder', 'urology', 'triad', 'matsui']"
101,100,34,100_erectile_dysfunction_erection_sildenafil,"['erectile', 'dysfunction', 'erection', 'sildenafil', 'jelly', 'sexual', 'levitra', 'viagra', 'cialis', 'men']"
102,101,34,101_derivatives_compound_quinazoline_compounds,"['derivatives', 'compound', 'quinazoline', 'compounds', 'synthesis', 'reaction', 'anatabine', 'figure', 'formula', 'agents']"
103,102,34,102_klp10a_bdnf_cdx1b_rgc,"['klp10a', 'bdnf', 'cdx1b', 'rgc', 'jip3', 'dendritic', 'ne', 'rpa3', 'rgcs', 'mutant']"
104,103,34,103_obesity_weight_bmi_obese,"['obesity', 'weight', 'bmi', 'obese', 'food', 'body', 'fat', 'cent', 'nutrition', 'health']"
105,104,34,104_films_rural_ito_tin,"['films', 'rural', 'ito', 'tin', 'film', 'oxide', 'school', 'metabolic', 'schools', 'thin']"
106,105,34,105_tourism_tmd_medical_hospital,"['tourism', 'tmd', 'medical', 'hospital', 'tourists', 'country', 'malaysia', 'thailand', 'dubai', 'abroad']"
107,106,33,106_gallbladder_gallstones_tattoo_jaundice,"['gallbladder', 'gallstones', 'tattoo', 'jaundice', 'biliary', 'liver', 'cholecystectomy', 'bile', 'bilirubin', 'scfvs']"
108,107,33,107_cpr_aid_poker_first,"['cpr', 'aid', 'poker', 'first', 'aed', 'training', 'holdem', 'pikler', 'hltaid001', 'course']"
109,108,33,108_asthma_well_as_triggers,"['asthma', 'well', 'as', 'triggers', 'actual', 'cough', 'symptoms', 'your', 'bosoms', 'air']"
110,109,32,109_plastic_surgery_cosmetic_surgeon,"['plastic', 'surgery', 'cosmetic', 'surgeon', 'kutty', 'breast', 'surgeons', 'procedures', 'teenagers', 'dr']"
111,110,32,110_packet_port_reception_terminal,"['packet', 'port', 'reception', 'terminal', 'cartridge', 'device', 'apparatus', 'timecode', 'proxy', 'file']"
112,111,32,111_fibromyalgia_fatigue_you_pain,"['fibromyalgia', 'fatigue', 'you', 'pain', 'stress', 'adrenal', 'testosterone', 'cfs', 'cbd', 'your']"
113,112,32,112_eating_nervosa_cbte_disorder,"['eating', 'nervosa', 'cbte', 'disorder', 'anorexia', 'disorders', 'bulimia', 'binge', 'endeavour', 'studies']"
114,113,32,113_steroids_anabolic_trenbolone_steroid,"['steroids', 'anabolic', 'trenbolone', 'steroid', 'winstrol', 'sarms', 'trading', 'stanozolol', 'you', 'testosterone']"
115,114,32,114_depression_developmental_mood_psychologists,"['depression', 'developmental', 'mood', 'psychologists', 'depressive', 'psychology', 'symptoms', 'sad', 'depressed', 'that']"
116,115,31,115_ptsd_validity10_emdr_depression,"['ptsd', 'validity10', 'emdr', 'depression', 'veterans', 'disorder', 'va', 'personality', 'trauma', 'posttraumatic']"
117,116,31,116_aga_pressure_blood_hypertension,"['aga', 'pressure', 'blood', 'hypertension', 'hair', 'high', 'finasteride', 'ar', 'scalp', 'minoxidil']"
118,117,31,117_statements_british_information_failure,"['statements', 'british', 'information', 'failure', 'society', 'website', 'site', 'participants', 'highlights', 'any']"
119,118,30,118_polymeric_polymerization_nanoparticles_photosensitive,"['polymeric', 'polymerization', 'nanoparticles', 'photosensitive', 'pdt', 'polymer', 'polymers', 'delivery', 'singlet', 'nm']"
120,119,30,119_adhd_child_attention_children,"['adhd', 'child', 'attention', 'children', 'behavior', 'overweight', 'hyperactivity', 'measures', 'disorder', 'ratreated']"
121,120,29,120_ferritin_iron_serum_sf,"['ferritin', 'iron', 'serum', 'sf', 'transferrin', 'levels', 'were', 'was', 'deficiency', 'anemia']"
122,121,29,121_ayurveda_ayurvedic_dating_swingers,"['ayurveda', 'ayurvedic', 'dating', 'swingers', 'hindu', 'hedge', 'arab', 'tongue', 'economics', 'sahara']"
123,122,28,122_hiv_imiquimod_cd4_aids,"['hiv', 'imiquimod', 'cd4', 'aids', 'viral', 'inrs', 'cream', 'cycling', 'cells', 'virus']"
124,123,28,123_information_request_disclose_your,"['information', 'request', 'disclose', 'your', 'privacy', 'we', 'health', 'personal', 'you', 'notice']"
125,124,28,124_malaria_ddt_gambiae_falciparum,"['malaria', 'ddt', 'gambiae', 'falciparum', 'igg', 'sine200', 'children', 'antibodies', 'vectors', 'mosquitoes']"
126,125,28,125_congestive_failure_heart_forex,"['congestive', 'failure', 'heart', 'forex', 'download', 'chf', 'cardiac', 'trading', 'options', 'binary']"
127,126,28,126_cks_ck_iaa_ino,"['cks', 'ck', 'iaa', 'ino', 'aba', 'synthase', 'purines', 'protein', 'dehydrogenase', 'synthetase']"
128,127,28,127_amino_larginine_lcarnitine_creatine,"['amino', 'larginine', 'lcarnitine', 'creatine', 'muscle', 'arginine', 'acids', 'tyrosine', 'acid', 'coffee']"
129,128,28,128_ipf_copd_pulmonary_lung,"['ipf', 'copd', 'pulmonary', 'lung', 'obstructive', 'chronic', 'fibrosis', 'uip', 'disease', 'hrct']"
130,129,27,129_baby_breastfeeding_milk_breast,"['baby', 'breastfeeding', 'milk', 'breast', 'babies', 'babys', 'your', 'bottle', 'breastfeed', 'feeding']"
131,130,27,130_penis_enlargement_size_girth,"['penis', 'enlargement', 'size', 'girth', 'increase', 'penile', 'extender', 'exercises', 'length', 'pickguard']"
132,131,27,131_bbb_tau_bace1_640802,"['bbb', 'tau', 'bace1', '640802', 'ro', 'al', 'et', 'ad', 'brain', 'mice']"
133,132,27,132_arthritis_joint_joints_elasticsearch,"['arthritis', 'joint', 'joints', 'elasticsearch', 'pain', 'osteoarthritis', 'cartilage', 'glenoid', 'bones', 'bone']"
134,133,27,133_pharmacy_pharmacists_prandin_25238,"['pharmacy', 'pharmacists', 'prandin', '25238', 'cents', 'fireplaces', 'chateau', 'pharmacist', 'fireplace', 'corner']"
135,134,27,134_rabies_dogs_dog_bidos,"['rabies', 'dogs', 'dog', 'bidos', 'oppidum', 'cats', 'vaccination', 'pet', 'vaccines', 'vaccine']"
136,135,26,135_yeast_peroxide_contamination_candida,"['yeast', 'peroxide', 'contamination', 'candida', 'infection', 'hydrogen', 'infections', 'remedy', 'vaginal', 'enema']"
137,136,26,136_enhancement_male_vigrx_sexual,"['enhancement', 'male', 'vigrx', 'sexual', 'plus', 'penis', 'pills', 'ingredients', 'erection', 'sex']"
138,137,26,137_divider_endoscopy_gastroenterology_mid,"['divider', 'endoscopy', 'gastroenterology', 'mid', 'century', 'endoscopic', 'room', 'acg', 'jesus', 'cholangiopancreatography']"
139,138,26,138_shoulder_elbow_cuff_rotator,"['shoulder', 'elbow', 'cuff', 'rotator', 'alprazolam', 'joint', 'usp', 'tendon', 'pain', 'arm']"
140,139,26,139_probiotics_bacteria_probiotic_bifidobacterium,"['probiotics', 'bacteria', 'probiotic', 'bifidobacterium', 'gut', 'milk', 'lactobacillus', 'digestive', 'prebiotics', 'prebiotic']"
141,140,26,140_lyme_bugs_bed_tick,"['lyme', 'bugs', 'bed', 'tick', 'ticks', 'tickborne', 'disease', 'bite', 'bug', 'bites']"
142,141,26,141_reflux_gerd_stomach_heartburn,"['reflux', 'gerd', 'stomach', 'heartburn', 'acid', 'lesions', 'cookiecutter', 'esophagus', 'pylori', 'esophageal']"
143,142,25,142_cialis_generic_viagra_buy,"['cialis', 'generic', 'viagra', 'buy', 'online', 'cheapest', 'propecia', 'minoxidil', 'pharmacy', 'mg']"
144,143,25,143_reiki_healing_energy_previews,"['reiki', 'healing', 'energy', 'previews', 'holistic', 'certified', 'plans', 'practice', 'heard', 'session']"
145,144,25,144_liver_menstrual_pcos_periods,"['liver', 'menstrual', 'pcos', 'periods', 'women', 'polycystic', 'cramps', 'ovaries', 'hormones', 'period']"
146,145,25,145_obstetrics_gynecology_medical_health,"['obstetrics', 'gynecology', 'medical', 'health', 'maureen', 'obgyn', 'womens', 'care', 'gynecological', 'billing']"
147,146,25,146_gut_ibs_microbiome_ibs1,"['gut', 'ibs', 'microbiome', 'ibs1', 'microbial', 'microbiota', 'hclike', 'hcs', 'bacteria', 'abundance']"
148,147,25,147_gluten_celiac_wheat_afb,"['gluten', 'celiac', 'wheat', 'afb', 'glutenfree', 'disease', 'stimulus', 'bloc', 'mua', 'cd']"
149,148,25,148_classes_fall_health_elderly,"['classes', 'fall', 'health', 'elderly', 'class', 'older', 'measures', 'altitude', 'prof', 'hypoxia']"
150,149,24,149_dog_dogs_cats_food,"['dog', 'dogs', 'cats', 'food', 'pet', 'foods', 'cat', 'pets', 'diet', 'rosita']"
151,150,24,150_tubes_uterus_fallopian_endometriosis,"['tubes', 'uterus', 'fallopian', 'endometriosis', 'hysterectomy', 'iucd', 'blocked', 'moringa', 'pelvic', 'pool']"
152,151,24,151_dental_meeting_esnch_candidates,"['dental', 'meeting', 'esnch', 'candidates', 'dr', 'lahore', 'neurosonology', 'college', 'medical', 'students']"
153,152,24,152_skin_cream_rugs_rug,"['skin', 'cream', 'rugs', 'rug', 'decor', 'surya', 'flawless', 'tufted', 'cosmopolitan', 'within']"
154,153,24,153_exposure_bpa_phthalates_chemicals,"['exposure', 'bpa', 'phthalates', 'chemicals', 'arsenic', 'uric', 'gout', 'lead', 'dress', 'chemical']"
